日期,赛事,比赛,模拟ID,赛制阶段,市场框架,模拟盘口/价格,模拟方向,虚拟仓位单位,基本面拉力,盘口倾向,Polymarket/交易所情绪,流动性,模拟目的,是否主单,赛果,模拟盈亏单位,过程评级,错误类型,模型更新,开赛时间,比赛ID,赛事原始,国家,层级,五大地区筛选
2026-08-29,英冠,德比郡 vs 斯旺西,20260829-TITAN-3008186-盘口快照-不形成模拟,排名/阶段 17-10,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 17-10；综合评分 主48/客52；伤停 主[11 斯莫迪奇(中场)-大腿问题、5 克拉克(后卫)-小腿受伤、2 穆尔金(后卫)-腿筋受伤、7 帕特里克·阿格耶芒(前...] / 客[15 伯吉斯(后卫)-跟腱断裂、0 G.佛朗哥(中场)-受伤、5 卡班戈(后卫)-受伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜1平6负 / 客4胜4平2负；主队 客队/记录: 主6胜1平3负 / 客5胜2平3负；H2H 全部/记录: 主2胜1平3负 / 客3胜1平2负；主客相同/记录: 主3胜2平1负 / 客1胜2平3负,Titan007亚盘 开 0.97/0.25/0.91；即 1.0/0.25/0.88；欧赔 开 2.29/3.27/3.1；即 2.21/3.31/3.13；去水 主42.1%/平28.1%/客29.7%；返还率93.1%；大小球 开 0.96/2.5/0.91；即 0.87/2.25/1.0；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位1.00，下盘水位0.88，欧赔支持上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,0-3,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3008186,英冠,英格兰,次级,是
2026-08-29,西甲,莱万特 vs 皇家贝蒂斯,20260829-TITAN-3013666-盘口快照-不形成模拟,排名/阶段 17-5,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 17-5；综合评分 主46/客54；伤停 主[A·普里莫(守门员)-受伤] / 客[0 佩蒂特(中锋)-肌肉损伤、0 孔德(守门员)-肩部损伤、24 A·鲁伊瓦尔(右边锋)-疑似伤病、20 洛塞尔索(前腰...]；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜2平3负 / 客6胜2平2负；主队 客队/记录: 主6胜2平2负 / 客3胜3平4负；H2H 全部/记录: 主1胜1平4负 / 客4胜1平1负；主客相同/记录: 主3胜1平2负 / 客2胜1平3负,Titan007亚盘 开 0.94/-0.25/0.94；即 0.98/-0.25/0.91；欧赔 开 3.34/3.34/2.2；即 3.01/3.39/2.32；去水 主31.4%/平27.9%/客40.7%；返还率94.5%；大小球 开 0.96/2.5/0.9；即 1.02/2.5/0.86；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.91，下盘水位0.98，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,5-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3013666,西甲,西班牙,顶级,是
2026-08-29,西甲,皇家社会 vs 西班牙人,20260829-TITAN-3013670-盘口快照-不形成模拟,排名/阶段 20-9,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 20-9；综合评分 主65/客35；伤停 主[4 J·格罗特吉(后腰)-耻骨炎、20 奥德里奥佐拉(右后卫)-十字韧带撕裂、15 P·马林(前腰)-疑似伤病] / 客[6 卡布雷拉(中卫)-被体育法庭禁赛、19 基克(中锋)-肌肉损伤、7 普艾多(左边锋)-十字韧带撕裂、0 加西亚(后卫...]；首发未接入/待赛前1小时核；近况 全部/记录: 主0胜5平5负 / 客3胜2平5负；主队 客队/记录: 主5胜3平2负 / 客1胜2平7负；H2H 全部/记录: 主4胜2平0负 / 客0胜2平4负；主客相同/记录: 主5胜1平0负 / 客0胜1平5负,Titan007亚盘 开 0.91/0.5/0.97；即 1.04/0.75/0.85；欧赔 开 1.85/3.67/4.18；即 1.85/3.63/4.08；去水 主50.9%/平26.0%/客23.1%；返还率94.2%；大小球 开 0.84/2.5/1.02；即 0.87/2.5/1.01；亚盘意图候选：阻上/诱下（中证据）；依据：主队上盘，让球加深，上盘水位1.04，下盘水位0.85，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,2-1,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3013670,西甲,西班牙,顶级,是
2026-08-29,西甲,塞维利亚 vs 马德里竞技,20260829-TITAN-3013671-盘口快照-不形成模拟,排名/阶段 4-6,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 4-6；综合评分 主47/客53；伤停 主[未接入/待核] / 客[9 索尔洛特(中锋)-肌肉损伤、24 勒诺尔芒(中卫)-红牌禁赛、19 阿尔瓦雷斯(中锋)-疑似伤病]；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜0平4负 / 客5胜2平3负；主队 客队/记录: 主5胜3平2负 / 客3胜0平7负；H2H 全部/记录: 主2胜0平4负 / 客4胜0平2负；主客相同/记录: 主4胜0平2负 / 客2胜0平4负,Titan007亚盘 开 0.83/-0.5/1.05；即 0.81/-0.5/1.08；欧赔 开 3.63/3.42/2.06；即 3.32/3.36/2.16；去水 主28.4%/平28.0%/客43.6%；返还率94.2%；大小球 开 0.98/2.5/0.88；即 0.9/2.25/0.98；亚盘意图候选：阻上/降温保护（中证据）；依据：客队上盘，让球基本稳定，上盘水位1.08，下盘水位0.81，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-3,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3013671,西甲,西班牙,顶级,是
2026-08-29,西乙,阿尔巴塞特 vs 皇家奥维耶多,20260829-TITAN-3014044-盘口快照-不形成模拟,排名/阶段 20-18,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 20-18；综合评分 主53/客47；伤停 主[20 S.奥本(中锋)-十字韧带撕裂] / 客[未接入/待核]；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜0平5负 / 客1胜3平6负；主队 客队/记录: 主4胜3平3负 / 客1胜2平7负；H2H 全部/记录: 主1胜2平3负 / 客3胜2平1负；主客相同/记录: 主1胜3平2负 / 客2胜3平1负,Titan007亚盘 开 1.11/0.25/0.78；即 1.12/0.25/0.78；欧赔 开 2.43/3.04/2.98；即 2.38/3.03/3.01；去水 主38.8%/平30.5%/客30.7%；返还率92.4%；大小球 开 0.85/2.0/1.02；即 0.85/2.0/1.02；亚盘意图候选：阻上/降温保护（中证据）；依据：主队上盘，让球基本稳定，上盘水位1.12，下盘水位0.78，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,0-1,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014044,西乙,西班牙,次级,是
2026-08-29,西乙,赫罗纳 vs 拉斯帕尔马斯,20260829-TITAN-3014049-盘口快照-不形成模拟,排名/阶段 17-2,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 17-2；综合评分 主58/客42；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主0胜5平5负 / 客6胜2平2负；主队 客队/记录: 主3胜4平3负 / 客5胜1平4负；H2H 全部/记录: 主4胜1平1负 / 客1胜1平4负；主客相同/记录: 主4胜2平0负 / 客0胜2平4负,Titan007亚盘 开 0.91/0.75/0.97；即 0.98/0.75/0.91；欧赔 开 1.71/3.63/4.66；即 1.67/3.64/4.71；去水 主55.1%/平25.3%/客19.6%；返还率92.1%；大小球 开 0.91/2.5/0.96；即 1.05/2.75/0.82；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.98，下盘水位0.91，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,5-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014049,西乙,西班牙,次级,是
2026-08-29,西乙,莱加内斯 vs 埃登斯,20260829-TITAN-3014050-盘口快照-不形成模拟,排名/阶段 6-19,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 6-19；综合评分 主57/客43；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜2平5负 / 客5胜2平3负；主队 客队/记录: 主4胜3平3负 / 客3胜2平5负；H2H 全部/记录: 主1胜1平0负 / 客0胜1平1负；主客相同/记录: 主0胜1平0负 / 客0胜1平0负,Titan007亚盘 开 0.98/0.5/0.9；即 0.96/0.5/0.93；欧赔 开 1.91/3.42/3.89；即 2.03/3.33/3.5；去水 主45.7%/平27.8%/客26.5%；返还率92.7%；大小球 开 1.02/2.5/0.85；即 0.85/2.25/1.02；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.96，下盘水位0.93，欧赔削弱上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014050,西乙,西班牙,次级,是
2026-08-29,西乙,萨瓦德尔 vs 阿尔梅里亚,20260829-TITAN-3014052-盘口快照-不形成模拟,排名/阶段 16-10,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 16-10；综合评分 主50/客50；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜3平4负 / 客3胜3平4负；主队 客队/记录: 主6胜2平2负 / 客2胜3平5负；H2H 全部/记录: 主2胜1平3负 / 客3胜1平2负；主客相同/记录: 主2胜0平1负 / 客1胜0平2负,Titan007亚盘 开 1.07/0.0/0.81；即 0.85/0.0/1.04；欧赔 开 2.58/3.11/2.74；即 2.73/3.09/2.54；去水 主33.8%/平29.9%/客36.3%；返还率92.3%；大小球 开 0.97/2.25/0.9；即 1.01/2.25/0.86；亚盘意图候选：阻上/降温保护（中证据）；依据：客队上盘，让球基本稳定，上盘水位1.04，下盘水位0.85，欧赔支持上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014052,西乙,西班牙,次级,是
2026-08-29,西协甲,亚勒那斯 vs 费罗尔竞技,20260829-TITAN-3014484-盘口快照-不形成模拟,排名/阶段 11-12,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 11-12；综合评分 主56/客44；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜2平3负 / 客1胜5平4负；主队 客队/记录: 主7胜1平2负 / 客2胜2平6负；H2H 全部/记录: 主0胜1平1负 / 客1胜1平0负；主客相同/记录: 主0胜1平0负 / 客0胜1平0负,Titan007亚盘 开 0.85/0.0/0.85；即 0.79/0.0/1.03；欧赔 开 2.39/3.0/2.82；即 2.4/3.04/2.75；去水 主37.6%/平29.7%/客32.8%；返还率90.2%；大小球 开 0.92/2.25/0.78；即 0.97/2.25/0.83；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.79，下盘水位1.03，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-1,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014484,西协甲,西班牙,次次级,是
2026-08-29,西协甲,梅里达AD vs 拉科鲁尼亚B队,20260829-TITAN-3014487-盘口快照-不形成模拟,排名/阶段 10-西协乙1-1,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 10-西协乙1-1；综合评分 主35/客65；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜3平4负 / 客7胜2平1负；主队 客队/记录: 主4胜4平2负 / 客5胜5平0负,Titan007亚盘 开 0.88/0.25/0.82；即 0.94/0.25/0.88；欧赔 开 2.16/3.21/3.01；即 2.16/3.21/3.01；去水 主41.8%/平28.1%/客30.0%；返还率90.4%；大小球 开 0.95/2.5/0.75；即 1.0/2.5/0.8；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.88，欧赔变化不大；缺伤停、首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014487,西协甲,西班牙,次次级,是
2026-08-29,西协甲,UD欧云斯 vs 邦弗拉甸拿,20260829-TITAN-3014488-盘口快照-不形成模拟,排名/阶段 西协乙1-3-4,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 西协乙1-3-4；综合评分 主58/客42；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜3平1负 / 客5胜3平2负；主队 客队/记录: 主6胜4平0负 / 客5胜2平3负,Titan007亚盘 开 0.85/0.0/0.85；即 0.91/0.0/0.91；欧赔 开 2.53/3.12/2.54；即 2.52/3.16/2.53；去水 主35.8%/平28.5%/客35.7%；返还率90.2%；大小球 开 0.9/2.25/0.8；即 0.95/2.25/0.85；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.91，下盘水位0.91，欧赔变化不大；缺伤停、首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,0-1,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014488,西协甲,西班牙,次次级,是
2026-08-29,西协甲,萨莫拉 vs 毕尔巴鄂竞技B队,20260829-TITAN-3014493-盘口快照-不形成模拟,排名/阶段 3-13,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 3-13；综合评分 主60/客40；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜0平4负 / 客1胜3平6负；主队 客队/记录: 主6胜2平2负 / 客2胜2平6负；H2H 全部/记录: 主1胜1平4负 / 客4胜1平1负；主客相同/记录: 主3胜1平2负 / 客2胜1平3负,Titan007亚盘 开 0.9/0.5/0.8；即 0.96/0.5/0.86；欧赔 开 1.84/3.17/4.03；即 1.97/3.09/3.6；去水 主45.8%/平29.2%/客25.0%；返还率90.2%；大小球 开 0.92/2.25/0.78；即 0.97/2.25/0.83；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.96，下盘水位0.86，欧赔削弱上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-1,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014493,西协甲,西班牙,次次级,是
2026-08-29,西协甲,艾基史拉斯 vs 卡塔赫纳,20260829-TITAN-3014865-盘口快照-不形成模拟,排名/阶段 8-6,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 8-6；综合评分 主52/客48；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜2平3负 / 客5胜2平3负；主队 客队/记录: 主5胜4平1负 / 客2胜3平5负；H2H 全部/记录: 主0胜4平2负 / 客2胜4平0负；主客相同/记录: 主1胜3平2负 / 客2胜3平1负,Titan007亚盘 开 0.86/0.25/0.84；即 0.92/0.25/0.9；欧赔 开 2.13/2.93/3.36；即 2.13/2.97/3.3；去水 主42.3%/平30.4%/客27.3%；返还率90.2%；大小球 开 0.85/2.0/0.85；即 0.9/2.0/0.9；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.92，下盘水位0.90，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-3,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014865,西协甲,西班牙,次次级,是
2026-08-29,西协甲,赫库斯 vs 穆尔西亚,20260829-TITAN-3014869-盘口快照-不形成模拟,排名/阶段 9-10,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 9-10；综合评分 主58/客42；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客6胜1平3负；主队 客队/记录: 主6胜3平1负 / 客3胜3平4负；H2H 全部/记录: 主3胜2平1负 / 客1胜2平3负；主客相同/记录: 主4胜1平1负 / 客1胜1平4负,Titan007亚盘 开 0.92/0.0/0.78；即 0.98/0.0/0.84；欧赔 开 2.75/2.87/2.53；即 3.01/3.02/2.29；去水 主30.2%/平30.1%/客39.7%；返还率90.9%；大小球 开 0.78/2.0/0.92；即 0.83/2.0/0.97；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.84，下盘水位0.98，欧赔支持上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014869,西协甲,西班牙,次次级,是
2026-08-29,西协甲,韦斯卡 vs 圣特安德雷,20260829-TITAN-3014870-盘口快照-不形成模拟,排名/阶段 西乙20-西协乙3-1,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 西乙20-西协乙3-1；综合评分 主47/客53；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主1胜4平5负 / 客7胜0平3负；主队 客队/记录: 主3胜3平4负 / 客6胜2平2负；H2H 全部/记录: 主2胜1平1负 / 客1胜1平2负；主客相同/记录: 主1胜1平0负 / 客0胜1平1负,Titan007亚盘 开 0.75/0.75/0.95；即 0.81/0.75/1.01；欧赔 开 1.62/3.46/4.98；即 1.62/3.44/5.03；去水 主55.8%/平26.3%/客18.0%；返还率90.4%；大小球 开 0.96/2.5/0.74；即 1.01/2.5/0.79；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.81，下盘水位1.01，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014870,西协甲,西班牙,次次级,是
2026-08-29,西协甲,瑞欧马加达宏达 vs 比利亚雷亚尔B队,20260829-TITAN-3014871-盘口快照-不形成模拟,排名/阶段 西协乙5-1-4,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 西协乙5-1-4；综合评分 主50/客50；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜3平2负 / 客6胜3平1负；主队 客队/记录: 主5胜3平2负 / 客5胜3平2负,Titan007亚盘 开 0.84/-0.25/0.86；即 0.9/-0.25/0.92；欧赔 开 3.07/3.1/2.18；即 3.08/3.11/2.17；去水 主29.3%/平29.0%/客41.6%；返还率90.3%；大小球 开 0.85/2.25/0.85；即 0.9/2.25/0.9；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.92，下盘水位0.90，欧赔变化不大；缺伤停、首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3014871,西协甲,西班牙,次次级,是
