日期,赛事,比赛,模拟ID,赛制阶段,市场框架,模拟盘口/价格,模拟方向,虚拟仓位单位,基本面拉力,盘口倾向,Polymarket/交易所情绪,流动性,模拟目的,是否主单,赛果,模拟盈亏单位,过程评级,错误类型,模型更新
2026-09-08,欧冠杯,皇家马德里 vs 国际米兰,20260908-TITAN-3073072-亚盘意图框架-待EV筛选,排名/阶段 西甲3-意甲2,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 西甲3-意甲2；综合评分 主65/客35；伤停 主[23 门迪(左后卫)-资格限制及跟腱断裂、14 楚阿梅尼(后腰)-肌肉损伤、2 R·阿森西奥(中卫)-肌肉损伤、9 恩德...] / 客[99 斯潘瑟(右后卫)-身体不适、32 迪马尔科(左后卫)-伤病]；首发未接入/待赛前1小时核；近况 全部/记录: 主7胜1平2负 / 客7胜3平0负；主队 客队/记录: 主8胜1平1负 / 客5胜4平1负；H2H 全部/记录: 主4胜0平0负 / 客0胜0平4负；主客相同/记录: 主2胜0平0负 / 客0胜0平2负,Titan007亚盘 开 0.84/0.75/1.04；即 0.99/1.0/0.89；欧赔 开 1.61/4.4/4.94；即 1.65/4.13/4.75；去水 主57.2%/平22.9%/客19.9%；返还率94.5%；大小球 开 0.84/2.75/1.02；即 0.9/3.25/0.98；亚盘意图候选：真实示强/阻上（中证据）；依据：主队上盘，让球加深，上盘水位0.99，下盘水位0.89，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,欧冠杯,里尔 vs 皇家贝蒂斯,20260908-TITAN-3073162-亚盘意图框架-待EV筛选,排名/阶段 法甲4-西甲4,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 法甲4-西甲4；综合评分 主56/客44；伤停 主[29 H·伊加马内(中锋)-十字韧带撕裂、23 考瓦西(中卫)-伤病] / 客[未接入/待核]；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜3平1负 / 客6胜2平2负；主队 客队/记录: 主2胜5平3负 / 客2胜3平5负,Titan007亚盘 开 1.02/0.25/0.86；即 0.95/0.25/0.93；欧赔 开 2.23/3.41/3.22；即 2.26/3.47/3.01；去水 主41.6%/平27.1%/客31.3%；返还率94.1%；大小球 开 0.83/2.5/1.03；即 0.86/2.5/1.02；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.95，下盘水位0.93，欧赔变化不大；缺首发、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英冠,博尔顿 vs 西汉姆联,20260908-TITAN-3008213-亚盘意图框架-待EV筛选,排名/阶段 21-9,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 21-9；综合评分 主50/客50；伤停 主[31 巴祖努(守门员)-未知的损伤、27 卢卡·斯蒂芬森(中场)-大腿和臀肌劳损、8 希恩(后卫)-红牌禁赛、5 刘易斯...] / 客[28 绍切克(中场)-脚踝损伤、11 卡斯特利亚诺斯(前锋)-疑似伤病]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜1平5负 / 客5胜2平3负；主队 客队/记录: 主5胜3平2负 / 客2胜4平4负；H2H 全部/记录: 主4胜1平1负 / 客1胜1平4负；主客相同/记录: 主5胜1平0负 / 客0胜1平5负,Titan007亚盘 开 1.01/-0.75/0.87；即 1.09/-0.75/0.79；欧赔 开 4.85/4.1/1.63；即 4.45/3.92/1.68；去水 主20.9%/平23.7%/客55.4%；返还率93.0%；大小球 开 0.88/2.75/0.99；即 1.01/3.0/0.86；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.79，下盘水位1.09，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英联杯,米尔沃尔 vs 纽卡斯尔联,20260908-TITAN-3072974-亚盘意图框架-待EV筛选,排名/阶段 英冠7-英超7,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 英冠7-英超7；综合评分 主44/客56；伤停 主[0 克拉玛(后卫)-脚踝损伤、24 德诺雷(后腰)-受伤、19 乔希.科伯恩(前锋)-受伤、0 伊万诺维奇(前锋)-受伤...] / 客[2 V.利夫拉门托(右后卫)-膝关节损伤、0 威廉·奥苏拉(中锋)-受伤、7 若埃林顿(中前卫)-受伤、33 布恩(中卫...]；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜2平3负 / 客4胜3平3负；主队 客队/记录: 主6胜0平4负 / 客4胜1平5负,Titan007亚盘 开 0.87/-1.0/0.95；即 0.87/-1.0/0.95；欧赔 开 5.44/4.19/1.55；即 4.84/3.98/1.62；去水 主19.2%/平23.4%/客57.4%；返还率93.0%；大小球 开 0.85/2.75/0.95；即 0.8/2.75/1.0；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.95，下盘水位0.87，欧赔变化不大；缺首发、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,南美杯,圣塔菲 vs 瓦斯科达伽马,20260908-TITAN-3072983-亚盘意图框架-待EV筛选,排名/阶段 哥伦甲秋7-巴西甲17,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 哥伦甲秋7-巴西甲17；综合评分 主46/客54；伤停 主[9 弗兰科.法贡德斯(影锋)-肌肉损伤、35 凯文.巴兰塔(中卫)-十字韧带撕裂] / 客[8 罗德里格斯(中场)-腿筋受伤、20 布伦纳(前锋)-脚伤、85 M·卡瓦略(中场)-膝盖韧带撕裂、66 库亚巴诺(后...]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜6平0负 / 客5胜2平3负；主队 客队/记录: 主5胜5平0负 / 客3胜2平5负,Titan007亚盘 开 0.95/0.25/0.87；即 0.91/0.25/0.91；欧赔 开 2.19/3.13/3.39；即 2.3/3.15/3.06；去水 主40.3%/平29.4%/客30.3%；返还率92.7%；大小球 开 0.99/2.25/0.81；即 0.82/2.0/0.98；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.91，下盘水位0.91，欧赔削弱上盘；缺首发、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,解放者杯,弗鲁米嫩塞 vs 普拉腾斯,20260908-TITAN-3069959-亚盘意图框架-待EV筛选,排名/阶段 巴西甲4-阿甲23,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 巴西甲4-阿甲23；综合评分 主62/客38；伤停 主[17 卡诺比奥(前锋)-间接红牌停赛、2 哈维(后卫)-肩部损伤、25 埃里森(中场)-髋屈肌问题、15 马蒂厄斯·利马...] / 客[21 洛蒂(中锋)-腰痛、15 阿马菲尔(后腰)-腰痛、38 C.英根斯隆(后卫)-肩部损伤、9 纳西夫(中锋)-十字韧...]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜6平1负 / 客2胜5平3负；主队 客队/记录: 主6胜3平1负 / 客4胜2平4负,Titan007亚盘 开 0.81/1.0/1.07；即 1.01/1.0/0.81；欧赔 开 1.52/3.68/7.12；即 1.45/3.77/8.05；去水 主63.9%/平24.6%/客11.5%；返还率92.7%；大小球 开 0.82/2.0/1.05；即 0.82/2.0/0.98；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位1.01，下盘水位0.81，欧赔变化不大；缺首发、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,美甲杯,哈特福德竞技 vs 科罗拉多跃泉,20260908-TITAN-3084119-亚盘意图框架-待EV筛选,排名/阶段 -,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 -；综合评分 主50/客50；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜3平2负 / 客5胜1平4负；主队 客队/记录: 主4胜5平1负 / 客5胜1平4负；H2H 全部/记录: 主2胜1平2负 / 客2胜1平2负；主客相同/记录: 主1胜0平1负 / 客1胜0平1负,Titan007亚盘 开 0.86/0.25/0.84；即 0.86/0.25/0.84；欧赔 开 2.23/3.13/2.95；即 2.2/3.16/2.97；去水 主41.0%/平28.6%/客30.4%；返还率90.3%；大小球 开 0.85/2.5/0.85；即 0.85/2.5/0.85；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.86，下盘水位0.84，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,巴西乙,库亚巴 vs 巴西竞技,20260908-TITAN-2940169-亚盘意图框架-待EV筛选,排名/阶段 13-11,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 13-11；综合评分 主60/客40；伤停 主[未接入/待核] / 客[13 桑帕约(中卫)-肌肉问题、0 塔瓦尔斯(前锋)-十字韧带撕裂]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜4平3负 / 客4胜3平3负；主队 客队/记录: 主4胜5平1负 / 客2胜5平3负；H2H 全部/记录: 主2胜1平0负 / 客0胜1平2负；主客相同/记录: 主1胜0平0负 / 客0胜0平1负,Titan007亚盘 开 0.81/0.5/1.07；即 0.85/0.5/1.03；欧赔 开 1.85/3.09/4.63；即 1.77/3.13/4.89；去水 主51.9%/平29.3%/客18.8%；返还率91.8%；大小球 开 0.98/2.0/0.88；即 0.98/2.0/0.88；亚盘意图候选：阻下/下盘保护（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.85，下盘水位1.03，欧赔支持上盘；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,智利乙,库里科 vs 西班牙联合,20260908-TITAN-2926316-亚盘意图框架-待EV筛选,排名/阶段 13-6,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 13-6；综合评分 主42/客58；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜4平4负 / 客4胜1平5负；主队 客队/记录: 主3胜4平3负 / 客3胜4平3负；H2H 全部/记录: 主1胜1平4负 / 客4胜1平1负；主客相同/记录: 主0胜1平5负 / 客5胜1平0负,Titan007亚盘 开 0.98/0.25/0.72；即 0.98/0.25/0.72；欧赔 开 2.32/3.16/2.8；即 2.36/3.28/2.64；去水 主38.3%/平27.5%/客34.2%；返还率90.3%；大小球 开 0.8/2.25/0.9；即 0.8/2.25/0.9；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.98，下盘水位0.72，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,智利乙,迪帕特斯 vs 圣地亚哥漫游者,20260908-TITAN-2926318-亚盘意图框架-待EV筛选,排名/阶段 11-1,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 11-1；综合评分 主42/客58；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主1胜2平7负 / 客5胜3平2负；主队 客队/记录: 主3胜2平5负 / 客5胜1平4负；H2H 全部/记录: 主1胜1平4负 / 客4胜1平1负；主客相同/记录: 主3胜1平2负 / 客2胜1平3负,Titan007亚盘 开 0.85/0.25/0.85；即 0.85/0.25/0.85；欧赔 开 2.22/3.28/2.87；即 2.29/3.36/2.74；去水 主39.7%/平27.1%/客33.2%；返还率91.0%；大小球 开 0.78/2.5/0.92；即 0.78/2.5/0.92；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.85，下盘水位0.85，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,巴西乙,克里丘马 vs 尤文图德,20260908-TITAN-2940168-亚盘意图框架-待EV筛选,排名/阶段 2-1,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 2-1；综合评分 主51/客49；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜2平3负 / 客4胜4平2负；主队 客队/记录: 主6胜3平1负 / 客3胜5平2负；H2H 全部/记录: 主2胜2平2负 / 客2胜2平2负；主客相同/记录: 主1胜2平3负 / 客3胜2平1负,Titan007亚盘 开 0.81/0.25/1.07；即 0.79/0.25/1.09；欧赔 开 2.08/2.81/4.1；即 2.14/2.62/4.24；去水 主43.1%/平35.2%/客21.7%；返还率92.2%；大小球 开 1.07/2.0/0.79；即 1.08/2.0/0.78；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.79，下盘水位1.09，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,哥伦乙秋,哥杜雷亚 vs 卡利竞技,20260908-TITAN-3012144-亚盘意图框架-待EV筛选,排名/阶段 秋15-秋9,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 秋15-秋9；综合评分 主60/客40；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜3平5负 / 客2胜3平5负；主队 客队/记录: 主4胜4平2负 / 客2胜1平7负；H2H 全部/记录: 主3胜1平2负 / 客2胜1平3负；主客相同/记录: 主4胜1平1负 / 客1胜1平4负,Titan007亚盘 开 0.9/1.5/0.8；即 0.9/1.5/0.8；欧赔 开 1.28/4.86/8.37；即 1.26/5.09/8.89；去水 主72.0%/平17.8%/客10.2%；返还率90.7%；大小球 开 0.78/2.75/0.92；即 0.78/2.75/0.92；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.90，下盘水位0.80，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,美甲杯,圣安东尼奥 vs 路易斯维尔FC,20260908-TITAN-3084121-亚盘意图框架-待EV筛选,排名/阶段 -,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 -；综合评分 主55/客45；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜2平3负 / 客3胜4平3负；主队 客队/记录: 主4胜3平3负 / 客2胜4平4负；H2H 全部/记录: 主1胜2平1负 / 客1胜2平1负；主客相同/记录: 主1胜1平0负 / 客0胜1平1负,Titan007亚盘 开 0.78/-0.25/0.92；即 0.78/-0.25/0.92；欧赔 开 2.73/3.2/2.33；即 2.72/3.22/2.33；去水 主33.2%/平28.0%/客38.8%；返还率90.3%；大小球 开 0.78/2.5/0.92；即 0.78/2.5/0.92；亚盘意图候选：诱下/上盘降温（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.92，下盘水位0.78，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
